source,symbol,company,isin,industry,desc,announced_at,attachment_text,pdf_url,is_order_win,order_value_inr,counterparty_type
NSE-equities,SHIVATEX,Shiva Texyarn Limited,INE705C01020,,Updates,2021-06-07 13:25:08,"Shiva Texyarn Limited has informed the Exchange regarding 'Announcement under Regulation 30 of SEBI (LODR), Regulations, 2015'.Kindly take note that the Government of Tamil Nadu in order to curb the spread of Coronavirus (COVID-19) Pandemic, has extended the lock down for a further period effective from Monday, 7th June 2021 till Monday, 14th June 2021.In continuation to our earlier intimations in this regard, we would like to inform you that in lieu of the latest Standard Operating Guidelines prescribed by the Government of Tamilnadu, the Spinning Division, Garments Division and Lamination Division of the Company will resume its operations with allowed limit of 10% of work force to handle the export orders with effect from Monday, 7th June 2021.  The operations of the remaining units continue to remain suspended till further intimations.Also, the Registered Office and Administrative Office of the Company will continue to remain closed and the Work from Home for the employees will continue till further intimations.This is for your kind information and records.",https://nsearchives.nseindia.com/corporate/SHIVATEX_07062021132508_DisclosureUnderRegulation30.pdf,False,,unclear
NSE-equities,LT,Larsen & Toubro Limited,INE018A01030,Engineering,Press Release,2021-06-07 12:36:49,"Larsen & Toubro Limited has informed the Exchange regarding a press release dated Jun 07, 2021, titled ""L&T Construction Awarded (Significant*) Contracts for its Various Businesses"".",https://nsearchives.nseindia.com/corporate/LT_07062021123649_PressRelease07062021.pdf,True,,unclear
NSE-equities,GOLDIAM,Goldiam International Limited,INE025B01017,Gems Jewellery And Watches,Updates,2021-06-07 11:08:53,Goldiam International Limited has informed the Exchange regarding 'Intimation with regard to Export Orders received by Goldiam Group.Intimation with regard to Export Orders received by Goldiam Group.'.,https://nsearchives.nseindia.com/corporate/GOLDIAM_07062021110853_IntimationunderRegulation3070621ExportOrder.pdf,True,,unclear
NSE-equities,DHANILOANS,Dhani Loans and Services Limited,INE111X11111,,Updates,2021-06-07 08:18:32,"Dhani Loans and Services Limited has informed the Exchange regarding 'Intimation regarding payment of interest on Secured Redeemable Non-convertible Debentures (NCDs) issued by the Company through Public Issue, and listed on the Stock Exchanges.'.",https://nsearchives.nseindia.com/corporate/DHANILOANS_07062021081832_Intimation_57_05062021.pdf,False,,unclear
NSE-equities,SAMMAANCAP,Sammaan Capital Limited,INE148I01020,,Updates,2021-06-04 22:12:42,"Indiabulls Housing Finance Limited has informed the Exchange regarding 'Pursuant to Regulations 30 and 57(1) of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we hereby certify that our Company has made timely payment of interest / principal (as the case may be) in respect of the following Secured Redeemable Non- Convertible Debentures and Unsecured Redeemable Non-Convertible Subordinated Debt in the nature of Debentures (NCDs) issued by our Company, on private placement basis. For details, refer attachment.'.",https://nsearchives.nseindia.com/corporate/IBULHSGFIN_04062021221242_IHFL_Exchange_intimation_57_04062021.pdf,False,,unclear
NSE-equities,ZUARIIND,ZUARI INDUSTRIES LIMITED,INE217A01012,,Memorandum of Understanding/Agreements,2021-06-04 20:41:39,Zuari Global Limited has informed the Exchange about Memorandum of Understanding,https://nsearchives.nseindia.com/corporate/ZUARIGLOB_04062021204139_BoardmeetingOutcome.pdf,False,,unclear
NSE-equities,BSE,BSE Limited,INE118H01025,,Press Release,2021-06-04 19:15:26,"BSE Limited has informed the Exchange regarding a press release dated Jun 04, 2021, titled ""BSE StAR MF signs MoU with Godavari Urban Multi State Co-Op Society Ltd, Nanded to deepen Rural Engagement for  Greater Financial inclusion."".",https://nsearchives.nseindia.com/corporate/BSE_04062021191526_NSEintimation.pdf,False,,unclear
NSE-equities,ISGEC,Isgec Heavy Engineering Limited,INE858B01029,,Press Release,2021-06-04 14:58:50,"Isgec Heavy Engineering Limited has informed the Exchange regarding a press release dated Jun 04, 2021, titled ""Press Release- Isgec has received order for Waste Heat Recovery Boilers"".",https://nsearchives.nseindia.com/corporate/ISGEC_04062021145850_Intimation.pdf,True,,unclear
NSE-equities,BSOFT,BIRLASOFT LIMITED,INE836A01035,,Press Release,2021-06-04 10:58:01,"BIRLASOFT LIMITED has informed the Exchange regarding a press release dated Jun 04, 2021, titled ""Birlasoft Wins Three Distinguished Oracle JD Edwards Partner Awards"".",https://nsearchives.nseindia.com/corporate/BSOFT_04062021105801_SEPressRelease.pdf,False,,unclear
NSE-equities,RAILTEL,Railtel Corporation Of India Limited,INE0DD101019,,Updates,2021-06-04 09:39:49,"Railtel Corporation Of India Limited has informed the Exchange regarding 'Pursuant to Regulation 30 read with Part A (B) of Schedule III of SEBI (Listing Obligations and Disclosure Requirements) Regulation, 2015, this is to inform that RailTel Corporation of India Ltd. ( the Company ) has received the work order of total amount of Rs. 119.72 Crore (Including GST) from M/s. Bharat Coking Coal Limited (BCCL), for Implementation of MPLS-VPN services alongwith Miscellaneous services at 340 locations of BCCL for the period of 60 months (5 years). '.",https://nsearchives.nseindia.com/corporate/RAILTEL_04062021093949_BCCLIntimationregardingmajorordersecured04062021.pdf,True,1197200000.0,govt
NSE-equities,CNL,Creative Newtech Limited,INE985W01018,,Updates,2021-06-04 09:11:29,Creative Peripherals and Distribution Limited has informed the Exchange regarding 'Signed Distribution Agreement with MSI  - Exclusive PAN India Distribution for range of desktops and mini-PCs'.,https://nsearchives.nseindia.com/corporate/CREATIVE_04062021091129_MediaReleaseCPDLMSi.pdf,False,,unclear
NSE-equities,M&M,Mahindra & Mahindra Limited,INE101A01026,Automobiles - 4 Wheelers,Press Release,2021-06-03 17:41:54,"Mahindra & Mahindra Limited has informed the Exchange regarding a press release dated Jun 03, 2021, titled ""Ministry of Defence signs contract to procure 11 Airport Surveillance Radars for Indian Navy & Indian Coast Guard"".",https://nsearchives.nseindia.com/corporate/M&M_03062021174154_PRMODContractwithMTISLforSurveilanceRadar3062021.pdf,True,,govt
NSE-equities,WIPRO,Wipro Limited,INE075A01022,Computers - Software,Press Release,2021-06-03 08:46:45,"Wipro Limited has informed the Exchange regarding a press release dated Jun 03, 2021, titled ""Wipro wins SAP�� Innovation Award 2021 in the Partner Paragon category"".",https://nsearchives.nseindia.com/corporate/WIPRO_03062021084645_PR_03062021.pdf,False,,unclear
NSE-equities,AKASH,Akash Infra Projects Limited,INE737W01013,,Updates,2021-06-02 17:44:18,Akash Infra Projects Limited has informed the Exchange regarding 'receipt of AWARD from Arbitrator in case of Arbitration.'.,https://nsearchives.nseindia.com/corporate/AKASH_02062021174417_Akash.pdf,False,,unclear
NSE-equities,GBGLOBAL,GB Global Limited,INE087J01028,,Updates,2021-06-02 16:24:16,GB Global Limited has informed the Exchange regarding 'Order of NCLT Mumbai bench'.,https://nsearchives.nseindia.com/corporate/GBGLOBAL_02062021162416_NCLTOrder.pdf,False,,unclear
NSE-equities,TATAPOWER,Tata Power Company Limited,INE245A01013,Power,Press Release,2021-06-02 16:22:40,"Tata Power Company Limited has informed the Exchange regarding a press release dated Jun 02, 2021, titled ""Tata Power Solar receives EPC orders for INR 686 crore from NTPC to set up Solar PV projects"".",https://nsearchives.nseindia.com/corporate/TATAPOWER_02062021162240_Press.pdf,True,6860000000.0,govt
NSE-equities,SUNPHARMA,Sun Pharmaceutical Industries Limited,INE044A01028,Pharmaceuticals,Press Release,2021-06-02 13:45:58,"Sun Pharmaceutical Industries Limited has informed the Exchange regarding a press release dated Jun 02, 2021, titled ""Sun Pharma and Ferring Pharmaceuticals enter into licensing agreement for introducing CARITEC�� in India"".",https://nsearchives.nseindia.com/corporate/SUNPHARMA_02062021134558_213_IntimationSE20210602.pdf,False,,unclear
NSE-equities,RATNAMANI,Ratnamani Metals & Tubes Limited,INE703B01027,Steel And Steel Products,Updates,2021-06-02 11:16:09,Ratnamani Metals & Tubes Limited has informed the Exchange regarding 'Intimation for receipt of a Domestic Order of Rs.81.79 Crores in Carbon Steel Division of the Company. '.,https://nsearchives.nseindia.com/corporate/RATNAMANI_02062021111609_RMTLNEWORDER02062021SIGNED.pdf,True,817900000.0,unclear
NSE-equities,NRAIL,N R Agarwal Industries Limited,INE740D01017,,Reply to Clarification Sought,2021-06-02 10:22:33,"NRAIL: The Exchange had sought clarification from N R Agarwal Industries Limited with respect to announcement dated 26-May-2021, regarding 'Temporary suspension of production at Unit 5 (Writing & Printing) informing that production at Unit 5 (Writing & Printing) of the Company has been temporarily suspended due to shortage of market orders with effect from May 26, 2021 to June 2, 2021. On basis of above the Company was required to clarify following: 1. Expected quantum of loss/damage caused; 2. Estimated impact on the production/operations. The response of the Company is attached.",https://nsearchives.nseindia.com/corporate/NRAIL_02062021102232_ClarificationtoNSE.pdf,False,,unclear
NSE-equities,PHOENIXLTD,The Phoenix Mills Limited,INE211B01039,Construction,Updates,2021-06-02 08:56:29,"The Phoenix Mills Limited has informed the Exchange regarding 'Execution of Definitive Agreements for the proposed Investment by Reco Zinnia Private Limited,in The Phoenix Mills Limited s Subsidiary Companies'.",https://nsearchives.nseindia.com/corporate/PHOENIXLTD_02062021085629_PMLGICIntimation02062021.pdf,False,,unclear
NSE-equities,SAMMAANCAP,Sammaan Capital Limited,INE148I01020,,Updates,2021-06-01 23:09:56,"Indiabulls Housing Finance Limited has informed the Exchange regarding 'We wish to inform you that, the Company has redeemed (bought back) Secured, Redeemable, Non-Convertible Debentures of face value INR 10,00,000/- each  (hereinafter the  NCDs ) issued by the Company. For details, refer attachment.'.",https://nsearchives.nseindia.com/corporate/IBULHSGFIN_01062021230956_IHFL_Ex_Intimation_buyback_NCDs_01062021.pdf,False,,unclear
NSE-equities,DIGISPICE,DiGiSPICE Technologies Limited,INE927C01020,,Updates,2021-06-01 18:58:05,"This is to inform you that Digispice Ghana Limited, (hereinafter referred to as Digispice Ghana), a step-down subsidiary of the Company, in order to meet the requirement of 30% Ghanaian Ownership for grant of  VAS Licence as required under the applicable laws of that country, has allotted additional 32,200 shares in Digispice Ghana.  Accordingly, Digispice Gnana has ceased to be a 100% subsidiary of Spice VAS (Africa) Pte. Ltd., ('SVA ), another step down subsidiary company.As required under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, the requisite information is enclosed herewith as Annexure 'A'.You are requested to kindly take the above on record and oblige.",https://nsearchives.nseindia.com/corporate/DIGISPICE_01062021185805_IntimationtoSEReg30Ghana.pdf,False,,unclear
NSE-equities,ARSHIYA,Arshiya Limited,INE968D01022,Travel And Transport,Demerger,2021-06-01 17:51:59,"Revised Scrutinizers Report on the result through ballot/poll and e-voting at the Hon'ble National Company Law Tribunal (""NCLT ) convened meetings of the Secured Creditors of the Company held on Saturday, 20th March, 2021 pursuant to Section 230-232 of the Companies Act, 2013 read with Companies _(Compromises Arrangement and Amalgamations) Rules, 2016.",https://nsearchives.nseindia.com/corporate/ARSHIYA_01062021175159_ScrutinizerReportRevised.pdf,False,,unclear
NSE-equities,SUZLON,Suzlon Energy Limited,INE040H01021,Electrical Equipment,Press Release,2021-06-01 14:48:23,"Suzlon Energy Limited has informed the Exchange regarding a press release dated Jun 01, 2021, titled ""Suzlon secures new order of 252 MW from CLP India Private Limited"".",https://nsearchives.nseindia.com/corporate/SUZLON_01062021144823_Suzlon01062021.pdf,True,,private
NSE-equities,A2ZINFRA,A2Z Infra Engineering Limited,INE619I01012,,Updates,2021-06-01 13:12:02,"A2Z Infra Engineering Limited has informed the Exchange regarding 'One Time Settlement (OTS) with ICICI Bank Limited'. The Company had availed financial assistance from ICICI Bank Ltd. On 8th July, 2019 Company has signed a memorandum of understanding with ICICI Bank for their outstanding amount of INR 8.40 Cr. Company paid the first instalment of INR 2.09 Cr. Company further approached and negotiated with  ICICI Bank for One Time Settlement (OTS). As per our books and accounts, as on 31st May, 2021 the fund base outstanding exposure of ICICI  Bank with Company was approx. INR 8.0 Cr (Indian Rupees Eight Crore only). Over the past years, the management has been working assiduously to turn the Company around by addressing and reducing the debt burden of the Company and its subsidiary companies. In this reference Company had earlier announced settlement with various Lenders. Now, the Company has reached a full cash OTS with ICICI. The Company has signed the Settlement Agreement with ICICI Bank to settle its all outstanding liabilities (including interest) through a full cash OTS amount of INR 4.25 Cr.",https://nsearchives.nseindia.com/corporate/A2ZINFRA_01062021131202_DisclosureICICIOTS.pdf,False,,unclear
NSE-equities,BSE,BSE Limited,INE118H01025,,Press Release,2021-06-01 12:24:35,"BSE Limited has informed the Exchange regarding a press release dated Jun 01, 2021, titled ""BSE Signs MOU with Electronics and Computer Software Export Promotion Council     "".",https://nsearchives.nseindia.com/corporate/BSE_01062021122435_NSEintimation.pdf,False,,unclear
NSE-equities,NCC,NCC Limited,INE868B01028,Construction,Press Release,2021-06-01 12:07:25,"NCC Limited has informed the Exchange regarding a press release dated Jun 01, 2021, titled ""NCC has received one new order for Rs.234 crore (exclusive of GST) in the month of May, 2021"".",https://nsearchives.nseindia.com/corporate/NCC_01062021120725_PressRelease.pdf,True,2340000000.0,unclear
NSE-equities,STEELXIND,STEEL EXCHANGE INDIA LIMITED,INE503B01013,,Updates,2021-06-01 10:06:32,STEEL EXCHANGE INDIA LIMITED has informed the Exchange regarding 'Payment of interest to holders of Secured Non-Convertible Debentures of the Company'.,https://nsearchives.nseindia.com/corporate/STEELXIND_01062021100632_SEILNCDINTPAYMENTMAY2021.pdf,False,,unclear
NSE-equities,ROLTA,Rolta India Limited,INE293A01013,Computers - Software,Updates,2021-06-01 09:15:50,"Rolta India Limited has informed the Exchange regarding 'Order dated May 31, 2021 passed by the Hon ble National Company Law Appellate Tribunal in Company Appeal (AT) Number 384 of 2021'.",https://nsearchives.nseindia.com/corporate/ROLTA_01062021091550_SDAnnouncement01062021.pdf,False,,unclear
NSE-sme,WEWIN,WE WIN LIMITED,,,Financial Result Updates,2021-06-21 20:20:51,"WE WIN LIMITED has submitted to the Exchange, the financial results for the period ended March 31, 2021.",https://nsearchives.nseindia.com/corporate/Financials21062021_21062021202051.pdf,False,,unclear
NSE-sme,AILIMITED,Abhishek Integrations Limited,,,Updates,2021-06-21 15:36:28,"Abhishek Integrations Limited has informed the Exchange regarding 'Ranked at ""L1"" Position in the Tender ""Operation and Maintenance of Aeronautical Ground Light Facilities at Jaipur International Airport""'.",https://nsearchives.nseindia.com/corporate/AILIMITED_21062021153628_AILIMITED.pdf,False,,unclear
NSE-equities,DHARSUGAR,Dharani Sugars & Chemicals Limited,INE988C01014,Sugar,Updates,2021-07-31 15:30:46,Dharani Sugars & Chemicals Limited has informed the Exchange regarding 'Appointment of IRP through NCLT Order'.,https://nsearchives.nseindia.com/corporate/DHARSUGAR_31072021153046_DharanisugarApptofIRPJuly2021.pdf,False,,unclear
NSE-equities,GVT&D,GE Vernova T&D India Limited,INE200A01026,,Updates,2021-07-31 14:09:54,"GE T&D India Limited has informed the Exchange regarding 'We write with reference to our earlier update dated 30 April 2021, wherein we informed that in relation to short term, non-exclusive contracts/purchase orders for global engineering services with other companies in the GE Grid Solutions division outside India, the Company was formally notified that with  effect  from 30 June  2021  no  new contracts/purchase  orders  will  be  issued  to  the Company in relation to those services and existing contracts/purchase orders will lapse at their expiry date or be terminated by notice. Subsequently on 30 June 2021, the Company had informed the Stock Exchanges that GE Grid Solutions has extended the aforesaid termination date to July 31, 2021.On request of the management, GE Grid Solutions has vide its communication dated 30 July 2021 further extended the date of termination to 31 August 2021.The management continues to explore options to minimize the impact of such termination on the Company.This is for information of the exchange and the members.",https://nsearchives.nseindia.com/corporate/GET&D_31072021140954_StockExchangeUpdateJul312021.pdf,False,,unclear
NSE-equities,NCLIND,NCL Industries Limited,INE732C01016,Cement And Cement Products,Updates,2021-07-31 13:58:57,"NCL Industries Limited has informed the Exchange regarding 'Received LOA for Rs.1863.19 Crores from APSHC in consortium with NCL Buildtek Ltd for supply of Prepainted (GI) Steel window frames and GI powder coated Door frames for implementation of ""Navaratnalu-Pedalandariki Illu Scheme of Govt of Andhra Pradesh'.",https://nsearchives.nseindia.com/corporate/NCLIND_31072021135857_APSHCOrder.pdf,True,18631900000.0,govt
NSE-equities,HGINFRA,H.G. Infra Engineering Limited,INE926X01010,,Updates,2021-07-31 11:15:41,H.G. Infra Engineering Limited has informed the Exchange regarding 'Receipt of Letter of Award from National Highways Authority of India'.,https://nsearchives.nseindia.com/corporate/HGINFRA_31072021111541_Receiptofletterofaward.pdf,True,,govt
NSE-equities,TORNTPOWER,Torrent Power Limited,INE813H01021,Power,Updates,2021-07-30 20:15:30,"Torrent Power Limited has informed the Exchange regarding 'Media Release on execution of Securities Purchase Agreement between Torrent Power Limited, Lightsource India Limited, Lightsource Renewable Energy (India) Limited and LREHL Renewables India SPV 1 Private Limited ( LREHL ) for acquisition of 100% of the share capital and all securities of LREHL.'.",https://nsearchives.nseindia.com/corporate/TORNTPOWER_30072021201530_TPLMEDIARELEASE.pdf,False,,unclear
NSE-equities,TORNTPOWER,Torrent Power Limited,INE813H01021,Power,Acquisition,2021-07-30 20:01:20,"Securities Purchase Agreement between Torrent Power Limited,   Lightsource India Limited (""Seller 1""), Lightsource Renewable Energy (India) Limited ( Seller 2 ) and LREHL Renewables India SPV 1 Private Limited",https://nsearchives.nseindia.com/corporate/TORNTPOWER_30072021200120_TPL300721SEREG30.pdf,False,,unclear
NSE-equities,AKASH,Akash Infra Projects Limited,INE737W01013,,Updates,2021-07-30 19:22:00,Akash Infra Projects Limited has informed the Exchange regarding 'Intimation of receipt of Work Orders'.,https://nsearchives.nseindia.com/corporate/AKASH_30072021192200_Intimation.pdf,True,,unclear
NSE-equities,VIPIND,VIP Industries Limited,INE054A01019,Plastic And Plastic Products,Updates,2021-07-30 17:08:14,"VIP Industries Limited has informed the Exchange regarding 'Pursuant to Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations 2015, please note that the Company has made full payment of the Annual Interest and Redemption amount to the holder of 1,000 (One Thousand) Rated, Listed, Secured, Redeemable Non-convertible Debentures (NCD s) having face value of Rs. 10,00,000 (Rupees Ten lakhs only) each, of the aggregate nominal value of Rs. 100,00,00,000 (Rupees One Hundred Crores only) on due date i.e. 30th July, 2021. With this payment, the said NCD s stands fully redeemed.'.",https://nsearchives.nseindia.com/corporate/VIPIND_30072021170814_Reg30.pdf,False,,unclear
NSE-equities,ALLCARGO,Allcargo Logistics Limited,INE418H01029,Travel And Transport,Updates,2021-07-30 11:56:58,"Allcargo Logistics Limited has informed the Exchange regarding 'The Company s wholly owned subsidiary viz, Allcargo Belgium N.V. (WOS) has entered into agreement with Nordicon group, and will hold 65% stake in ECU Worldwide (Nordicon) AB, JV company on completion of the transaction'",https://nsearchives.nseindia.com/corporate/ALLCARGO_30072021115658_Intimationallcargonordiconsigned.pdf,False,,unclear
NSE-equities,ASHOKA,Ashoka Buildcon Limited,INE442H01011,Construction,Updates,2021-07-30 11:04:53,Ashoka Buildcon Limited has informed the Exchange regarding 'Signing of Construction Contract Agreement'.,https://nsearchives.nseindia.com/corporate/ASHOKA_30072021110453_ABL_BSE_NSE_Announcement_300721.PDF,True,,unclear
NSE-equities,KEC,KEC International Limited,INE389H01014,Transmission Towers,Press Release,2021-07-30 08:33:20,"KEC International Limited has informed the Exchange regarding a press release dated July 30, 2021, titled ""KEC International wins New Orders of Rs. 1,503 crores"".",https://nsearchives.nseindia.com/corporate/KEC_30072021083320_PressReleaseonOrder.pdf,True,15030000000.0,unclear
NSE-equities,KPIGREEN,KPI Green Energy Limited,INE542W01017,,Updates,2021-07-29 20:08:45,KPI Global Infrastructure Limited has informed that it has successfully commissioned new capacity of 7.76 MW (DC) into existing solar power plant under IPP Category to the industrial customers against their Power Purchase Agreements (PPAs).Disclosure is attached herewith.,https://nsearchives.nseindia.com/corporate/KPIGLOBAL_29072021200845_5KPIMaterialUpdateCommissionig.pdf,False,,unclear
NSE-equities,MMP,MMP Industries Limited,INE511Y01018,,Memorandum of Understanding/Agreements,2021-07-29 17:46:52,MMP Industries Limited has informed the Exchange about Memorandum of Understanding/Agreements for providing Investor relations services,https://nsearchives.nseindia.com/corporate/MMP_29072021174652_LettertoNSE29072021IA.pdf,False,,unclear
NSE-equities,PPAP,PPAP Automotive Limited,INE095I01015,Auto Ancillaries,Updates,2021-07-29 17:38:07,PPAP Automotive Limited has informed the Exchange regarding 'Award intimation'.,https://nsearchives.nseindia.com/corporate/PPAP_29072021173807_Awardintimation.pdf,True,,unclear
NSE-equities,JSWENERGY,JSW Energy Limited,INE121E01018,Power,Updates,2021-07-29 13:16:35,JSW Energy Limited has informed the Exchange regarding 'JSW Future Energy Limited enters into a framework agreement with Australian Fortescue Future Industries Pty Ltd to collaborate and conduct scoping work on potential projects relating to the production of green hydrogen and other allied activities'.,https://nsearchives.nseindia.com/corporate/JSWENERGY_29072021131635_JSWFutureEnergyhydrogen.pdf,False,,unclear
NSE-equities,LTM,LTM Limited,INE214T01019,,Press Release,2021-07-29 11:01:57,"Larsen & Toubro Infotech Limited has informed the Exchange regarding a press release dated July 29, 2021, titled ""LTI Wins PTC Partner Network Award for Transformation in Manufacturing Operations"".",https://nsearchives.nseindia.com/corporate/LTI_29072021110157_IntimationSigned.pdf,False,,unclear
NSE-equities,GPIL,Godawari Power And Ispat limited,INE177H01013,Steel And Steel Products,Updates,2021-07-28 17:45:21,"Godawari Power And Ispat limited has informed the Exchange regarding 'Intimation under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations 2015   Order of Hon ble National Company Law Tribunal for convening Meetings of the Shareholders and Creditors for considering the Scheme of Arrangement by Godawari Power and Ispat Limited with Jagdamba Power and Alloys Limited'.Pursuant to Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations 2015, and in continuation to our earlier announcement dated 27.07.2021 regarding outcome of the Meeting of the Board of Directors held on 27.07.2021, it is hereby informed that The Hon ble National Company Law Tribunal, Cuttack Bench, Cuttack vide its Order pronounced on 26.07.2021 (copy received through e-mail on 28.07.2021) ordered to convene Meetings of the Shareholders and Creditors of the  Demerged Company  (Jagdamba Power and Alloys Limited) and the  Resulting Company  (Godawari Power and Ispat Limited) to be held on 20.09.2021 for considering the Scheme of Arrangement of Godawari Power and Ispat Limited with Jagdamba Power and Alloys Limited.��A detailed Notice convening the aforesaid Meetings will be sent in due course.",https://nsearchives.nseindia.com/corporate/GPIL_28072021174521_GPILNSEBSEREG3028072021.pdf,False,,unclear
NSE-equities,ISGEC,Isgec Heavy Engineering Limited,INE858B01029,,Press Release,2021-07-28 17:00:21,"Isgec Heavy Engineering Limited has informed the Exchange regarding a press release dated July 28, 2021, titled ""Press Release- Isgec Hitachi Zosen Limited, Subsidiary and Joint Venture Company Bags Breakthrough Order for a PTA Reactor"".",https://nsearchives.nseindia.com/corporate/ISGEC_28072021170021_Intimation.pdf,True,,unclear
NSE-equities,SADBHIN,Sadbhav Infrastructure Project Limited,INE764L01010,,Updates,2021-07-28 14:23:06,Sadbhav Infrastructure Project Limited has informed the Exchange regarding 'Rohtak-Panipat Tollway Private Limited (a wholly owned subsidiary of the Company or SPV or RPTPL) has submitted Notice of Termination of project with National Highways Authority of India (NHAI) as per Concession Agreement.'.,https://nsearchives.nseindia.com/corporate/SADBHIN_28072021142306_RPTPLTERMINATIONNOTICE.pdf,False,,unclear
NSE-equities,SONATSOFTW,Sonata Software Limited,INE269A01021,Computers - Software,Updates,2021-07-28 09:13:42,"We would like to inform you that Sonata Software Limited (Sonata/Company), has signed definitive agreement with the Shareholders of Encore IT Services Solutions Private Limited, a Chennai based Company (hereinafter referred to as Encore) on 28 July, 2021 to acquire 100% stake in Encore.",https://nsearchives.nseindia.com/corporate/SONATSOFTW_28072021091342_UpdateonEncoreIndia28072021.pdf,False,,unclear
NSE-equities,SONATSOFTW,Sonata Software Limited,INE269A01021,Computers - Software,Updates,2021-07-28 09:11:55,"We would like to inform you that Sonata Software North America Inc., (SSNA) a wholly-owned subsidiary of Sonata Software Limited (Sonata /Company), has signed a definitive agreement with the Shareholders of Encore Software Services, Inc. a California Corporation (hereinafter referred to as Encore US) on 28 July 2021 to acquire 100% stake in Encore US.",https://nsearchives.nseindia.com/corporate/SONATSOFTW_28072021091155_UpdateonEncoreUS28072021.pdf,False,,unclear
NSE-equities,JSWENERGY,JSW Energy Limited,INE121E01018,Power,Updates,2021-07-28 08:51:37,JSW Energy Limited has informed the Exchange regarding 'Power Purchase Agreement for 270 MW of Blended Wind capacity with Solar Energy Corporation of India (SECI) Limited'.,https://nsearchives.nseindia.com/corporate/JSWENERGY_28072021085137_LettertoBSEandNSESECIPPASigning28072021.pdf,True,,govt
NSE-equities,RITES,RITES Limited,INE320J01015,,Updates,2021-07-27 15:53:07,RITES Limited has informed the Exchange regarding 'Intimation regarding major order'.,https://nsearchives.nseindia.com/corporate/RITES_27072021155307_Major_order_secured_27072021.pdf,True,,unclear
NSE-equities,SBILIFE,SBI Life Insurance Company Limited,INE123W01016,,Updates,2021-07-27 14:27:04,SBI Life Insurance Company Limited has informed the Exchange regarding 'update on certain orders of the Insurance Regulatory and Development Authority of India (the  IRDAI ). '.,https://nsearchives.nseindia.com/corporate/SBILIFE_27072021142704_SE27072021.pdf,False,,unclear
NSE-equities,HAPPSTMNDS,Happiest Minds Technologies Limited,INE419U01012,,Press Release,2021-07-27 11:53:37,"Happiest Minds Technologies Limited has informed the Exchange regarding a press release dated July 27, 2021, titled ""Happiest Minds wins Golden Peacock Business Excellence Award 2021"".",https://nsearchives.nseindia.com/corporate/HAPPSTMNDS_27072021115337_HappiestMindsPressRelease27072021.pdf,False,,unclear
NSE-equities,EXPLEOSOL,Expleo Solutions Limited,INE201K01015,,Memorandum of Understanding/Agreements,2021-07-27 11:17:57,Expleo Solutions Limited has informed the Exchange about Entering into Agreement with Media Company (Christensen Investor Relations India Private Limited),https://nsearchives.nseindia.com/corporate/EXPLEOSOL_27072021111757_AgreementwithMediaCompanyIntimationtoSEs.pdf,False,,unclear
NSE-equities,DHFL,Dewan Housing Finance Corporation Limited,INE202B01012,Finance - Housing,Suspension of Trading,2021-07-26 23:17:21,"Members of the Exchange are hereby informed that the trading in Non-Convertible Debentures (NCDs) of Dewan Housing Finance Corporation Limited shall be suspended w.e.f. July 29, 2021 pursuant to delisting and implementation of the Resolution Plan pertaining to settlement of dues of the NCD holders as provided in the Resolution Plan approved by the National Company Law Tribunal vide its order dated June 07, 2021.",-,False,,unclear
NSE-equities,RAJRATAN,Rajratan Global Wire Limited,INE451D01011,,Reply to Clarification Sought,2021-07-26 17:16:44,"RAJRATAN: The Exchange had sought clarification from Rajratan Global Wire Limited with respect to announcement dated 21-Jul-2021, regarding disclosure under Regulation 30 - MOU signed with Government of Tamil Nadu for setting up a new manufacturing facility for Tyre Bead Wire in the state. On basis of above the Company was required to clarify following: 1. Existing capacity; 2. Existing capacity utilization; 3. Proposed capacity addition; 4. Period within which the proposed capacity is to be added; 5. Investment required; 6. Mode of financing; 7. Rationale. The response of the Company is attached.",https://nsearchives.nseindia.com/corporate/RAJRATAN_26072021171644_20210723regulation30.pdf,False,,unclear
NSE-equities,ALANKIT,Alankit Limited,INE914E01024,,Updates,2021-07-26 09:59:49,"Alankit Limited has informed the Exchange regarding 'Pursuant to Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we are pleased to inform that Alankit Limited has been awarded Advance purchase order for Operation of Existing Unified call Centre for various services and other essential services of MTNL, Mumbai for two years.'.",https://nsearchives.nseindia.com/corporate/ALANKIT_26072021095949_REG30MTNLsigned.pdf,True,,govt
NSE-equities,SUNPHARMA,Sun Pharmaceutical Industries Limited,INE044A01028,Pharmaceuticals,Press Release,2021-07-26 09:57:26,"Sun Pharmaceutical Industries Limited has informed the Exchange regarding a press release dated July 26, 2021, titled ""Sun Pharma and Cassiopea SpA Announce Signing of License and Supply Agreements for Winlevi�� (clascoterone cream 1%) in US and Canada"".",https://nsearchives.nseindia.com/corporate/SUNPHARMA_26072021095726_IntimationSE20210726.pdf,False,,unclear
