source,symbol,company,isin,industry,desc,announced_at,attachment_text,pdf_url,is_order_win,order_value_inr,counterparty_type,t0,t0_pos
NSE-equities,FABTECH,Fabtech Technologies Limited,INE0HF201011,,Bagging/Receiving of orders/contracts,2026-06-15 16:54:43,Fabtech Technologies Limited has informed the Exchange about Bagging/Receiving of orders/contracts,https://nsearchives.nseindia.com/corporate/FABTECH_15062026165405_Intimation_of_receipt_of_order_signed.pdf,True,,unclear,2026-06-16,1500
NSE-sme,FELIX,Felix Industries Limited,,,Updates,2024-02-16 18:09:17,Felix Industries Limited has informed the Exchange regarding 'Intimation of receiving Notification of Award (NoA) by the M/s. Rivita SolutionsPrivate Limited ( a Subsidiary Company )'.,https://nsearchives.nseindia.com/corporate/FELIX_16022024180918_BSEDisclosure.pdf,True,,unclear,2024-02-19,926
NSE-sme,FELIX,Felix Industries Limited,,,Bagging/Receiving of orders/contracts,2026-05-22 09:45:25,Felix Industries Limited has informed the Exchange about Bagging/Receiving of orders/contracts,https://nsearchives.nseindia.com/corporate/FELIX_22052026094438_Disclosure_Signed.pdf,True,,unclear,2026-05-22,1484
NSE-equities,FIBERWEB,Fiberweb (India) Limited,INE296C01020,,Updates,2023-10-16 15:58:37,Fiberweb (India) Limited has informed the Exchange regarding 'Company bags another Very prestigious EXPORT ORDERS of value added and Melt Blown products for INRs 109 Million'.,https://nsearchives.nseindia.com/corporate/FIBERWEB_16102023155837_Announcement.pdf,True,109000000.0,unclear,2023-10-17,840
NSE-equities,FIBERWEB,Fiberweb (India) Limited,INE296C01020,,General Updates,2026-02-03 11:56:00,Fiberweb (India) Limited has informed the Exchange about Business Update   Receipt of Export Orders and Business Outlook,https://nsearchives.nseindia.com/corporate/FIBERWEB_03022026115519_FIL.pdf,True,,unclear,2026-02-03,1412
NSE-sme,FIDEL,Fidel Softech Limited,,,Others,2026-01-05 17:51:33,Fidel Softech Limited has informed the Exchange about Fidel Technologies KK is entering into Service Contract with another Japanese Entity.,https://nsearchives.nseindia.com/corporate/FIDEL_05012026174743_REGULATION30_DISCLOSURE.pdf,True,,private,2026-01-06,1393
NSE-equities,FOCUS,Focus Lighting and Fixtures Limited,INE593W01010,,Updates,2023-03-09 14:52:40,Focus Lighting and Fixtures Limited has informed the Exchange regarding the Company has been awarded a contract worth &#8377;13.50 Crore by Surat Smart City Development Limited to design and install a 3-D mapping based light and sound show at Surat Castle.'.,https://nsearchives.nseindia.com/corporate/FOCUS_09032023145240_IntimationtoNSESuratFort.pdf,True,135000000.0,govt,2023-03-09,693
NSE-equities,GANDHAR,Gandhar Oil Refinery (India) Limited,INE717W01049,,Updates,2024-03-22 17:20:03,"Gandhar Oil Refinery (India) Limited has informed the Exchange regarding 'Pursuant to Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 read with Part A of Schedule Ill and SEBI Circular No. SEBI/HO/CFD/CFD-PoD-1/P/CIR/2023/123 dated 13th July 2023, this is to inform you that Gandhar Oil Refinery (India) Limited ( Company ) has received a work order worth of Rs. 17,41,49,250 (Rupees Seventeen Crore Forty One lakhs Forty-Nine thousand Two Hundred and Fifty only) from Ajmer Vidyut Vitran Nigam Limited for the purpose of supply of EHV Grade Type-II Transformer Oil.The disclosure as per SEBI Circular No SEBI/HO/CFD-poD1/P/CIR/2023/123 dated July 13, 2023, is enclosed as Annexure-AFurther, the above said work is in the normal course of business of the Company.You are requested to kindly take the same on record'.",https://nsearchives.nseindia.com/corporate/GANDHAR_22032024172003_Disclosure_to_stock_exchange_Work_order_Ajmer_Final_Signed.pdf,True,174149250.0,govt,2024-03-26,951
NSE-equities,GANESHBE,Ganesh Benzoplast Limited,INE388A01029,,Bagging orders/contract,2022-06-13 11:42:26,"Ganesh Benzoplast Limited has informed the Exchange about Bagging orders/contract. We hereby inform you that GBL Infra Engineering Services Private Limited (GBL IES), a wholly owned subsidiary of Ganesh Benzoplast Limited (GBL), announces the receipt of its first prominent order worth Rs. 12.23 crore, from ANA Oleo Pvt Ltd to build Sixty (60) Liquid Storage tanks to be completed within a period of 9 months, for their Edible Oil Refinery project at Krishnapatnam Port, Andhra Pradesh. We are enclosing media release with additional details for our shareholders.",https://nsearchives.nseindia.com/corporate/GANESHBE_13062022114225_Announcementunderregulation30anaoil.pdf,True,122300000.0,private,2022-06-13,508
NSE-equities,GANESHBE,Ganesh Benzoplast Limited,INE388A01029,,Bagging/Receiving of orders/contracts,2026-02-06 16:34:42,Ganesh Benzoplast Limited has informed the Exchange about disclosure under Regulation 30 for receipt of EPC order of Rs. 51.33 crore from Reliance Industries ltd,https://nsearchives.nseindia.com/corporate/GANESHBE_06022026163427_Disclosuree30Relianceworkorder.pdf,True,513300000.0,private,2026-02-09,1416
NSE-sme,GANESHIN,Ganesh Infraworld Limited,,,Press Release,2026-04-01 21:15:53,"Ganesh Infraworld Limited has informed the Exchange regarding a press release dated April 01, 2026, titled ""Commencement of Equipment Leasing Division and Receipt of Long-Term Leasing Order by M/s. Ganesh Infraworld Limited"".",https://nsearchives.nseindia.com/corporate/GANESHINFRA_01042026211537_Letter_to_SE_Reg_30__GIL_press_release-s.pdf,True,,unclear,2026-04-02,1451
NSE-equities,GANGAFORGE,Ganga Forging Limited,INE691Z01015,,Updates,2022-02-03 17:35:00,Ganga Forging Limited has informed the Exchange regarding 'Intimation for receipt of an export order'.,https://nsearchives.nseindia.com/corporate/GANGAFORGE_03022022173500_IntimationofExportOrder_2022.pdf,True,,unclear,2022-02-04,422
NSE-equities,GAYAPROJ,Gayatri Projects Limited,INE336H01015,Construction,Updates,2021-02-23 15:25:06,"Gayatri Projects Limited has informed the Exchange regarding 'In continuation of our earlier announcement dated January 01, 2021 and in accordance with the provisions of Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015, we are glad to inform you that Gayatri Projects has received Letter of Award (LOA) from National Highways Authority of India, New Delhi for the project as detailed below:-'.",https://nsearchives.nseindia.com/corporate/GAYAPROJ_23022021152506_LOA230221.pdf,True,,govt,2021-02-23,187
NSE-equities,GEMAROMA,Gem Aromatics Limited,INE06XZ01023,,Press Release,2026-02-26 20:32:11,"Gem Aromatics Limited has informed the Exchange regarding a press release dated February 26, 2026, titled ""Receipt of New Export Orders from USA & Europe and Commencement of Additional Products Manufacturing at Dahej Facility"".",https://nsearchives.nseindia.com/corporate/GEMAROMATICS2024_26022026203041_Intimation.pdf,True,,unclear,2026-02-27,1430
NSE-equities,GENCON,Generic Engineering Construction and Projects Limited,INE854S01022,,Press Release,2021-02-23 10:43:32,"Generic Engineering Construction and Projects Limited has informed the Exchange regarding a press release dated February 23, 2021, titled ""Media release pertaining to order worth Rs 41.37 Crs. "".",https://nsearchives.nseindia.com/corporate/GENCON_23022021104332_Projectannouncement.pdf,True,413700000.0,unclear,2021-02-23,187
NSE-equities,GENCON,Generic Engineering Construction and Projects Limited,INE854S01022,,Press Release,2021-10-04 13:44:24,"Generic Engineering Construction and Projects Limited has informed the Exchange regarding a press release dated October 04, 2021, titled ""Media release pertaining to order worth Rs 180.38 Crs"".",https://nsearchives.nseindia.com/corporate/GENCON_04102021134424_Projectannouncement.pdf,True,1803800000.0,unclear,2021-10-04,337
NSE-equities,GENESYS,Genesys International Corporation Limited,INE727B01018,Computers - Software,Bagging orders/contract,2022-10-11 17:46:45,"Genesys International Corporation Limited has informed the Exchange about Bagging orders/contract Please find attached the disclosure pursuant to Regulation 30(4) of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 regarding receipt of an order having value INR 46 crores for Land Titling Project from Andhra Pradesh Government. Details attached as Annexure 1Also find attached a copy of Press release with respect to same as Annexure 2.",https://nsearchives.nseindia.com/corporate/GENESYS_11102022174645_genesysorderintimation.pdf,True,460000000.0,govt,2022-10-12,591
NSE-equities,GENESYS,Genesys International Corporation Limited,INE727B01018,Computers - Software,Press Release,2023-09-18 13:45:30,"Genesys International Corporation Limited has informed the Exchange regarding a press release dated September 18, 2023, titled ""Genesys achieves 3D Mapping   Digital Twin Traction in Saudi Arabia: Wins Rs. 76 Crore Worth of Orders and Establishes Subsidiary"".",https://nsearchives.nseindia.com/corporate/GENESYS_18092023134530_genesysintimationaward18sep23.pdf,True,760000000.0,unclear,2023-09-18,821
NSE-equities,GENESYS,Genesys International Corporation Limited,INE727B01018,Computers - Software,Press Release,2024-03-14 14:40:59,"Genesys International Corporation Limited has informed the Exchange regarding a press release dated March 14, 2024, titled ""Genesys' secured a mega-contract worth Rs. 155.85 Crores with BMC to develop Mumbai's 3D city model and map stack"".",https://nsearchives.nseindia.com/corporate/GENESYS_14032024144059_Cover_letter_with_press_release.pdf,True,1558500000.0,govt,2024-03-14,944
NSE-equities,GENESYS,Genesys International Corporation Limited,INE727B01018,Computers - Software,Updates,2026-05-14 11:05:44,Genesys International Corporation Limited has informed the Exchange regarding 'Press Release  titled  Genesys International Secures Another Historic Project Win from NMCG for Aerial LiDAR Survey and Geotagged Videography Along the Ganga Corridor .,https://nsearchives.nseindia.com/corporate/GENESYS_14052026110528_final_pressrelease.pdf,True,,govt,2026-05-14,1478
NSE-equities,GENSOL,Gensol Engineering Limited,INE06H201014,,Press Release,2023-08-29 10:52:33,"Gensol Engineering Limited has informed the Exchange regarding a press release dated August 29, 2023, titled ""Gensol wins Rs. 101.6 Crores Solar EPC project in Dubai."".",https://nsearchives.nseindia.com/corporate/GENSOL_29082023105233_GELIntimationonRegulation3028082023DubaiOrderSigned.pdf,True,1016000000.0,unclear,2023-08-29,807
NSE-equities,GENSOL,Gensol Engineering Limited,INE06H201014,,Press Release,2024-01-03 08:41:56,Gensol secures &#8377;138.72 Crore Contract from Sarda Energy & Minerals Ltd. for a 33 MW AC Solar Installation in Chhattisgarh,https://nsearchives.nseindia.com/corporate/GENSOL_03012024084156_SigendGELXSEMLPressreleaseDec29ASJ.pdf,True,1387200000.0,private,2024-01-03,894
NSE-equities,GENSOL,Gensol Engineering Limited,INE06H201014,,Press Release,2024-06-19 19:15:55,"Gensol Engineering Limited has informed the Exchange regarding a press release dated Jun 19, 2024, titled ""Gensol Engineering Limited allotted additional 250 MW (500 MWh) for GUVNL s Battery Energy Storage Project taking its total BESS order book to over INR 3100 Crore"".",https://nsearchives.nseindia.com/corporate/GENSOL_19062024191555_SigendGensolEngineeringLtdandGUVNLJunePressrelease.pdf,True,,govt,2024-06-20,1008
NSE-equities,GENUSPOWER,Genus Power Infrastructures Limited,INE955D01011,Electronics - Industrial,Press Release,2021-12-15 13:13:48,"Genus Power Infrastructures Limited has informed the Exchange regarding a press release dated December 15, 2021, titled ""Adds Rs. 325 cr orders across segments"".",https://nsearchives.nseindia.com/corporate/GENUSPOWER_15122021131348_InvestorRelease.pdf,True,3250000000.0,unclear,2021-12-15,386
NSE-equities,GENUSPOWER,Genus Power Infrastructures Limited,INE955D01011,Electronics - Industrial,Press Release,2022-04-29 10:58:51,Genus Power Infrastructures Limited has informed the Exchange about press release dated 29-Apr-2022 titled New order from State Utility of Rs.828.57 Crores (net of tax),https://nsearchives.nseindia.com/corporate/GENUSPOWER_29042022105851_Press_Release_sw.pdf,True,8285700000.0,govt,2022-04-29,478
NSE-equities,GENUSPOWER,Genus Power Infrastructures Limited,INE955D01011,Electronics - Industrial,Press Release,2023-01-30 09:53:41,"Genus Power Infrastructures Limited has informed the Exchange regarding a press release dated January 30, 2023, titled "" Genus Power Infrastructures wins order worth Rs 2,855.96 cr. "".",https://nsearchives.nseindia.com/corporate/GENUSPOWER_30012023095341_Investor_Release_sw.pdf,True,28559600000.0,unclear,2023-01-30,666
NSE-equities,GENUSPOWER,Genus Power Infrastructures Limited,INE955D01011,Electronics - Industrial,Press Release,2023-07-03 16:51:57,"Genus Power Infrastructures Limited has informed the Exchange regarding a press release dated July 03, 2023, titled ""Investor Release titled  Genus Power Infrastructures wins order worth Rs 2,207.53 cr"".",https://nsearchives.nseindia.com/corporate/GENUSPOWER_03072023165157_Press_Release_signed.pdf,True,22075300000.0,unclear,2023-07-04,768
NSE-equities,GENUSPOWER,Genus Power Infrastructures Limited,INE955D01011,Electronics - Industrial,Press Release,2023-10-09 17:47:47,"Genus Power Infrastructures Limited has informed the Exchange regarding a press release dated October 09, 2023, titled ""Genus Power Infrastructures wins order worth Rs 3,115.01 cr (net of taxes)"".",https://nsearchives.nseindia.com/corporate/GENUSPOWER_09102023174747_Press_Release_Order_Rs3115_signed.pdf,True,31150100000.0,unclear,2023-10-10,835
NSE-sme,GGBL,Ganesh Green Bharat Limited,,,Bagging/Receiving of orders/contracts,2026-02-03 17:15:53,Ganesh Green Bharat Limited has informed the Exchange about Bagging/Receiving of orders/contracts,https://nsearchives.nseindia.com/corporate/GANESH_03022026171419_INTIMATIONOFWORKORDERFEB2026.pdf,True,,unclear,2026-02-04,1413
NSE-sme,GGBL,Ganesh Green Bharat Limited,,,Bagging/Receiving of orders/contracts,2026-05-23 14:58:46,Ganesh Green Bharat Limited has informed the Exchange about Bagging/Receiving of orders/contracts,https://nsearchives.nseindia.com/corporate/GANESH_23052026145755_INTIMATIONOFNOA.pdf,True,,unclear,2026-05-25,1485
NSE-equities,GICL,Globe International Carriers Limited,INE947T01014,,Bagging orders/contract,2022-07-08 17:25:24,Globe International Carriers Limited has informed the Exchange about Bagging contract from Hindustan Zinc Limited.,https://nsearchives.nseindia.com/corporate/GICL_08072022172524_CCF08072022_0001.pdf,True,,private,2022-07-11,528
NSE-equities,GIPCL,Gujarat Industries Power Company Limited,INE162A01010,Power,Updates,2023-05-20 17:17:57,"Gujarat Industries Power Company Limited has informed the Exchange regarding 'Letter of Intent by Gujarat Urja Vikas Nigam Limited (GUVNL) for 600 MW capacity Solar photovoltaic power projects at Khavda.'.Pursuant to Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, it is hereby informed that the Gujarat Urja Vikas Nigam Limited (GUVNL) has issued a Letter of Intent, dated 16/05/2023 to GUJARAT INDUSTRIES POWER COMPANY LIMITED (GIPCL), received on 20/05/2023 for 600 MW capacity Solar photovoltaic power projects at Khavda. Pursuant to said LOI, GIPCL is required to sign PPA with GUVNL as a part of the BID documents, subject to adoption of tariff of GERC. The estimated financial implication for the said Solar Power Project would be Rs. 3,600 crores (approx.).Kindly take the above on your records and acknowledge receipt.",https://nsearchives.nseindia.com/corporate/GIPCL_20052023171757_SE_INTIMATION_LOI_20052023.pdf,True,36000000000.0,govt,2023-05-22,737
NSE-sme,GIRIRAJ,Giriraj Civil Developers Limited,,,Press Release,2021-03-24 14:28:32,"Giriraj Civil Developers Limited has informed the Exchange regarding a press release dated March 24, 2021, titled Award of new contracts worth Rs. 34.48 Crore (approx.)",https://nsearchives.nseindia.com/corporate/GIRIRAJ_24032021142832_Press.pdf,True,344800000.0,unclear,2021-03-24,207
NSE-sme,GIRIRAJ,Giriraj Civil Developers Limited,,,Press Release,2021-09-24 08:43:11,"Giriraj Civil Developers Limited has informed the Exchange regarding a press release dated September 21, 2021, titled ""Award of new contract worth Rs. 25.24 Crore (approx.) from Northern Railways"".",https://nsearchives.nseindia.com/corporate/GIRIRAJ_24092021084311_GIRIRAJ.pdf,True,252400000.0,govt,2021-09-24,331
NSE-sme,GIRIRAJ,Giriraj Civil Developers Limited,,,Bagging orders/contract,2022-02-25 16:13:10,Giriraj Civil Developers Limited has informed the Exchange about Bagging orders/contracts worth Rs. 135.56 Crore (approx.),https://nsearchives.nseindia.com/corporate/GIRIRAJ_25022022161310_PressRelease23022022.pdf,True,1355600000.0,unclear,2022-02-28,438
NSE-sme,GIRIRAJ,Giriraj Civil Developers Limited,,,Bagging orders/contract,2022-06-10 18:33:40,Giriraj Civil Developers Limited has informed the Exchange about Bagging orders/contract worth Rs. 51.14 Crore (approx.) from Central Railways,https://nsearchives.nseindia.com/corporate/GIRIRAJ_10062022183340_PressReleaseGiriraj.pdf,True,511400000.0,govt,2022-06-13,508
NSE-sme,GIRIRAJ,Giriraj Civil Developers Limited,,,Press Release,2023-04-07 19:14:16,"Giriraj Civil Developers Limited has informed the Exchange regarding a press release dated April 07, 2023, titled ""Award of new contracts worth Rs. 133.88 Crore (approx.) "".",https://nsearchives.nseindia.com/corporate/GIRIRAJ_07042023191416_GirirajPressRelease07April2023.pdf,True,1338800000.0,unclear,2023-04-12,711
NSE-sme,GIRIRAJ,Giriraj Civil Developers Limited,,,Press Release,2023-07-14 20:10:44,"Giriraj Civil Developers Limited has informed the Exchange regarding a press release dated July 14, 2023, titled ""Award of new contract worth Rs. 53.12 Crore (approx.)"".",https://nsearchives.nseindia.com/corporate/GIRIRAJ_14072023201045_GirirajPressRelease14072023.pdf,True,531200000.0,unclear,2023-07-17,777
NSE-sme,GIRIRAJ,Giriraj Civil Developers Limited,,,Press Release,2024-01-30 17:37:23,"Giriraj Civil Developers Limited has informed the Exchange regarding a press release dated January 30, 2024, titled ""AWARD OF NEW CONTRACT WORTH RS. 85 CRORE (APPROX)"".",https://nsearchives.nseindia.com/corporate/GIRIRAJ_30012024173723_AwardofContract30012024.pdf,True,850000000.0,unclear,2024-01-31,913
NSE-sme,GIRIRAJ,Giriraj Civil Developers Limited,,,Press Release,2024-06-28 14:10:28,"Giriraj Civil Developers Limited has informed the Exchange regarding a press release dated Jun 28, 2024, titled ""Award of new contract worth Rs. 181.45 crore (approx) from North Central Rly., Gwailor."".",https://nsearchives.nseindia.com/corporate/GIRIRAJ_28062024141028_Pressrelease2806.pdf,True,1814500000.0,govt,2024-06-28,1014
NSE-equities,GKENERGY,GK Energy Limited,INE1AG301022,,Awarding of order(s)/contract(s),2026-05-06 09:33:16,"GK Energy Limited has informed the Exchange that Company has received a Letter of Empanelment from Maharashtra State Electricity Distribution Company Limited for 15,000 Off-Grid Solar Photovoltaic Water Pumping Systems (SPWPS) pumps under Magel Tyala Saur Krushi Pump Yojana. The total value of order is Rs. 353.89 Crores (inclusive of GST)",https://nsearchives.nseindia.com/corporate/GKENERGY_06052026093259_pdf_sd.pdf,True,3538900000.0,govt,2026-05-06,1472
NSE-sme,GLOBALPET,Global Pet Industries Limited,,,Updates,2023-12-16 15:33:45,"Global Pet Industries Limited has informed the Exchange regarding 'Receipt of Purchase Order: Intimation under Regulation 30 of SEBI (Listing Obligation and Disclosure Requirements) Regulations, 2015'.",https://nsearchives.nseindia.com/corporate/GLOBALPET_16122023153345_Intimation.pdf,True,,unclear,2023-12-18,883
NSE-equities,GLOBECIVIL,Globe Civil Projects Limited,INE0V3U01015,,Bagging/Receiving of orders/contracts,2026-02-27 13:31:07,Globe Civil Projects Limited has informed the Exchange about Bagging/Receiving of orders/contracts,https://nsearchives.nseindia.com/corporate/GLOBE2024_27022026133056_Intimation-_Regulation_30_ORDER_OR_TENDER.pdf,True,,unclear,2026-02-27,1430
NSE-equities,GMRAIRPORT,GMR AIRPORTS LIMITED,INE776C01039,,Updates,2021-08-20 08:27:33,"GMR Infrastructure Limited has informed the Exchange regarding 'Update on award of concession for Nagpur Airport to GMR Airports Limited, asubsidiary of the Company '.",https://nsearchives.nseindia.com/corporate/GMRINFRA_20082021082733_GMRInfraNagpurAirportupdates20082021.pdf,True,,govt,2021-08-20,307
NSE-equities,GMRAIRPORT,GMR AIRPORTS LIMITED,INE776C01039,,Bagging/Receiving of orders/contracts,2026-03-13 17:45:37,GMR AIRPORTS LIMITED has informed the Exchange about Cargo Terminal Concession,https://nsearchives.nseindia.com/corporate/GMRINFRA_13032026174357_STXIntimation_DIAL_CARGO_LOA.pdf,True,,unclear,2026-03-16,1440
NSE-equities,GMRP&UI,GMR Power and Urban Infra Limited,INE0CU601026,,Updates,2023-07-13 17:27:14,Gmr Power And Urban Infra Limited has informed the Exchange regarding 'GMR Group receives order to implement Smart metering project from Purvanchal Vidyut Vitran Nigam Limited and Dakshinanchal Vidyut Vitran Nigam Limited '.,https://nsearchives.nseindia.com/corporate/GMRP&UI_13072023172715_Reg30awardofprojectfinal.pdf,True,,govt,2023-07-14,776
NSE-equities,GOCLCORP,GOCL Corporation Limited,INE077F01035,,Updates,2021-06-10 16:10:11,GOCL Corporation Limited has informed the Exchange regarding 'Order from Coal India Limited'.,https://nsearchives.nseindia.com/corporate/GOCLCORP_10062021161011_IntimationtoSECoalindiaorder.pdf,True,,govt,2021-06-11,259
NSE-equities,GOCLCORP,GOCL Corporation Limited,INE077F01035,,Updates,2021-10-09 14:03:33,"GOCL Corporation Limited has informed the Exchange regarding 'IDL Explosives Limited, a material subsidiary, bags order from Coal India Limited'.",https://nsearchives.nseindia.com/corporate/GOCLCORP_09102021140333_CILorderforIDLEL_Oct21.pdf,True,,govt,2021-10-11,342
NSE-equities,GOCLCORP,GOCL Corporation Limited,INE077F01035,,Awarding orders/contract,2022-05-06 16:24:45,GOCL Corporation Limited has informed the Exchange about Order received from Singareni Collieries Company Limited.,https://nsearchives.nseindia.com/corporate/GOCLCORP_06052022162444_Awardoforder.pdf,True,,govt,2022-05-09,483
NSE-equities,GOCLCORP,GOCL Corporation Limited,INE077F01035,,Updates,2023-10-08 15:30:31,GOCL Corporation Limited has informed the Exchange regarding 'Receipt of Order from Coal India Limited'.,https://nsearchives.nseindia.com/corporate/GOCLCORP_08102023153031_CIL_order_for_IDLEL_Oct23_SEs.pdf,True,,govt,2023-10-09,834
NSE-equities,GOLDIAM,Goldiam International Limited,INE025B01017,Gems Jewellery And Watches,Updates,2021-03-30 11:34:35,Goldiam International Limited has informed the Exchange regarding 'Intimation with regard to Export Orders received by the Company of Rs.80 crore.'.,https://nsearchives.nseindia.com/corporate/GOLDIAM_30032021113435_IntimationunderRegulation300321ExportOrder.pdf,True,800000000.0,unclear,2021-03-30,210
NSE-equities,GOLDIAM,Goldiam International Limited,INE025B01017,Gems Jewellery And Watches,Updates,2021-11-12 11:30:45,Goldiam International Limited has informed the Exchange regarding 'Intimation with regard to Export Orders received by the Company'.,https://nsearchives.nseindia.com/corporate/GOLDIAM_12112021113045_IntimationunderRegulation30121121ExportOrder.pdf,True,,unclear,2021-11-12,364
NSE-equities,GOLDIAM,Goldiam International Limited,INE025B01017,Gems Jewellery And Watches,Updates,2023-04-25 14:44:31,"Goldiam International Limited has informed the Exchange regarding 'With reference to the subject mentioned above, we are pleased to announce that the Company has received Export Orders worth of Rs. 50 crores from its International clients for manufacturing of diamond studded gold jewellery, which includes orders of lab-grown diamonds jewellery to the tune of 35%.  '.",https://nsearchives.nseindia.com/corporate/GOLDIAM_25042023144431_IntimationunderRegulation30250423.pdf,True,500000000.0,private,2023-04-25,719
NSE-equities,GOLDIAM,Goldiam International Limited,INE025B01017,Gems Jewellery And Watches,Updates,2023-12-22 14:50:15,Goldiam International Limited has informed the Exchange regarding 'Intimation with regard to Export Orders received '.,https://nsearchives.nseindia.com/corporate/GOLDIAM_22122023145015_IntimationunderRegulation221223.pdf,True,,unclear,2023-12-22,887
NSE-equities,GOLDIAM,Goldiam International Limited,INE025B01017,Gems Jewellery And Watches,Updates,2026-02-04 13:39:17,Goldiam International Limited has informed the Exchange regarding 'Intimation with regard to new Export Orders received -Ordinary course of Business'.,https://nsearchives.nseindia.com/corporate/GOLDIAM_04022026133856_Intimation_of_export_order-4-2-26.pdf,True,,unclear,2026-02-04,1413
NSE-equities,GOODLUCK,Goodluck India Limited,INE127I01024,,Press Release,2021-08-30 15:11:46,"Goodluck India Limited has informed the Exchange regarding a press release dated August 30, 2021, titled ""Goodluck awarded LoI by L&T for Bullet Train Project"".",https://nsearchives.nseindia.com/corporate/GOODLUCK_30082021151146_BSE.pdf,True,,private,2021-08-30,313
NSE-equities,GOODLUCK,Goodluck India Limited,INE127I01024,,General Updates,2026-05-22 13:08:06,"Goodluck India Limited has informed the Exchange about General Updates-Pursuant to Regulation 30 read with Part A Para B of Schedule III of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 and SEBI Circular No. SEBI/HO/CFD/CFD-PoD1/P/CIR/2023/123 dated July 13, 2023, we are pleased to inform you that the Company has received an order for supply of approx. 14,500 MT for Transmission Line Structures of the value of USD 13.6 Mn",https://nsearchives.nseindia.com/corporate/GOODLUCK_22052026130743_GLI-IntimationUR30_ReceivingofOrder.pdf,True,,unclear,2026-05-22,1484
NSE-sme,GPECO,GP Eco Solutions India Limited,,,Bagging/Receiving of orders/contracts,2026-06-19 20:38:10,GP Eco Solutions India Limited has informed the Exchange about Bagging/Receiving of orders/contracts,https://nsearchives.nseindia.com/corporate/GPECO_19062026203755_PPA_MRIGWAS.pdf,True,,unclear,2026-06-22,1504
NSE-equities,GPIL,Godawari Power And Ispat limited,INE177H01013,Steel And Steel Products,Updates,2021-02-24 16:03:54,"Godawari Power And Ispat limited has informed the Exchange regarding 'Export Orders of High Grade Iron Ore PelletsPursuant to Regulation 30 SEBI (Listing Obligations and Disclosure Requirements) Regulation 2015, we wish to inform you that our company has started booking export orders of High Grade Iron Ore Pellets (65.5% Fe) to China and Other Countries. The first export order of 50,000 MTs has already been booked and the delivery will take place in the month of April, 2021.Going forward the Company will mainly concentrate on production and export of High Grade iron ore pellet only. '.",https://nsearchives.nseindia.com/corporate/GPIL_24022021160354_GPILNSEBSEEXPORT240221.pdf,True,,unclear,2021-02-25,189
NSE-equities,GPTINFRA,GPT Infraprojects Limited,INE390G01014,,Press Release,2021-01-22 15:03:24,"GPT Infraprojects Limited has informed the Exchange regarding a press release dated January 22, 2021, titled ""GPTINFRA Bags Order Valued at Rs. 64.10 Crore"".",https://nsearchives.nseindia.com/corporate/GPTINFRA_22012021150324_GILPressreleasesigned.pdf,True,641000000.0,unclear,2021-01-22,166
NSE-equities,GPTINFRA,GPT Infraprojects Limited,INE390G01014,,Press Release,2021-12-22 23:06:38,"GPT Infraprojects Limited has informed the Exchange regarding a press release dated December 22, 2021, titled ""GPTINFRA Bags Order Valued at Rs. 187.81 Crore"".",https://nsearchives.nseindia.com/corporate/GPTINFRA_22122021230638_GILPressRelease22122021.pdf,True,1878100000.0,unclear,2021-12-23,392
NSE-equities,GPTINFRA,GPT Infraprojects Limited,INE390G01014,,Press Release,2022-03-23 18:48:52,GPT Infraprojects Limited has informed the Exchange about press release dated 23-Mar-2022 titled GPTINFRA Bags Order Valued at Rs. 118 Crore,https://nsearchives.nseindia.com/corporate/GPTINFRA_23032022184851_GILPressrelease23032022.pdf,True,1180000000.0,unclear,2022-03-24,454
NSE-equities,GPTINFRA,GPT Infraprojects Limited,INE390G01014,,Press Release,2022-06-22 17:22:55,GPT Infraprojects Limited has informed the Exchange about press release dated 22-Jun-2022 titled GPTINFRA Bags Order Valued at Rs. 292 Crore,https://nsearchives.nseindia.com/corporate/GPTINFRA_22062022172255_Pressreleaseforupload.pdf,True,2920000000.0,unclear,2022-06-23,516
NSE-equities,GPTINFRA,GPT Infraprojects Limited,INE390G01014,,Press Release,2022-12-26 13:14:16,"GPT Infraprojects Limited has informed the Exchange regarding a press release dated December 26, 2022, titled ""GPTINFRA Bags Order Valued at Rs. 123 Crore"".",https://nsearchives.nseindia.com/corporate/GPTINFRA_26122022131416_GILPressReleasedated26122022.pdf,True,1230000000.0,unclear,2022-12-26,642
NSE-equities,GPTINFRA,GPT Infraprojects Limited,INE390G01014,,Press Release,2023-07-10 12:28:42,"GPT Infraprojects Limited has informed the Exchange regarding a press release dated July 10, 2023, titled ""GPTINFRA Bags Order Valued at 64 Crore"".",https://nsearchives.nseindia.com/corporate/GPTINFRA_10072023122842_pressreleasecontractwin64cr.pdf,True,640000000.0,unclear,2023-07-10,772
